,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9374,8837,NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,2.340739963,2.186589283,1.095700647,1.087976995,6.719818392
9375,9148,NBA ShootOut 2002,PS,2001.0,Sports,Sony Computer Entertainment,2.474271356,2.004267726,0.8919466544,0.394829814,5.646978971
9376,7123,NBA ShootOut 2003,PS2,2002.0,Sports,Sony Computer Entertainment,2.792725087,2.592054391,1.440483189,1.493442103,8.363112902
9377,6599,NBA ShootOut 2004,PS2,2003.0,Sports,Sony Computer Entertainment,2.959779171,2.697414907,2.489221314,1.493442103,9.675422624
9378,2657,NBA ShootOut 98,PS,1998.0,Sports,Sony Computer Entertainment,4.15602993,3.762125644,2.692365476,2.004267726,12.49565095
9379,3631,NBA Showtime: NBA on NBC,PS,1999.0,Sports,Midway Games,3.828817018,3.439352252,3.486836216,1.781124175,12.70158272
9380,6687,NBA Showtime: NBA on NBC,N64,1999.0,Sports,Midway Games,3.53032403,1.087976995,3.899768231,1.438511489,10.22313448
9381,8206,NBA Starting Five,PS2,,Sports,Unknown,2.592054391,2.340739963,2.302032059,1.087976995,8.456194157
9382,14960,NBA Starting Five,XB,2002.0,Sports,Konami Digital Entertainment,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
9383,535,NBA Street,PS2,2001.0,Sports,Electronic Arts,5.783901544,3.485872267,0.571004715,4.032415974,13.83428068
9384,4571,NBA Street,GC,2002.0,Sports,Electronic Arts,3.891337375,2.592054391,3.959404166,0.394829814,10.98901299
9385,3985,NBA Street Homecourt,X360,2007.0,Sports,Electronic Arts,4.201492304,0.394829814,1.986028781,1.781124175,8.512189549
9386,8823,NBA Street Homecourt,PS3,2007.0,Sports,Electronic Arts,2.879736464,1.087976995,2.308153606,1.087976995,7.477675722
9387,1949,NBA Street V3,PS2,2005.0,Sports,Electronic Arts,4.346073533,4.108401881,1.292692534,3.033887144,12.92736918
9388,5602,NBA Street V3,XB,2005.0,Sports,Electronic Arts,3.727034324,1.493442103,5.109314421,0.394829814,10.94113702
9389,5988,NBA Street V3,GC,2005.0,Sports,Electronic Arts,3.53032403,2.186589283,5.386892047,0.394829814,11.30847014
9390,877,NBA Street Vol. 2,PS2,2003.0,Sports,Electronic Arts,5.524728529,3.390562088,2.069028465,2.186589283,12.62869558
9391,2979,NBA Street Vol. 2,XB,2003.0,Sports,Electronic Arts,4.521964199,1.781124175,2.005878878,1.087976995,9.074511542
9392,3755,NBA Street Vol. 2,GC,,Sports,Electronic Arts,4.108401881,2.792725087,3.599877224,0.394829814,11.19943365
9393,7131,NBA Street: Showdown,PSP,2005.0,Sports,Electronic Arts,3.390562088,1.493442103,2.586483999,1.087976995,8.561331139
9394,6246,NCAA Basketball 09,PS2,2008.0,Sports,Electronic Arts,3.033887144,2.792725087,2.297652149,1.781124175,9.828045591
9395,7265,NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,3.390562088,1.493442103,2.586483999,1.087976995,8.561331139
9396,8457,NCAA Basketball 09,PS3,2008.0,Sports,Electronic Arts,3.102880015,1.489387452,5.358936828,0.394829814,10.21582719
9397,5482,NCAA Basketball 10,PS3,2009.0,Sports,Electronic Arts,3.828817018,1.515799998,3.099279826,1.493442103,9.924647347
9398,5592,NCAA Basketball 10,X360,2009.0,Sports,Electronic Arts,3.796027196,2.641396325,4.156753596,1.087976995,11.73318087
9399,9168,NCAA Basketball Final Four 97,PS,1997.0,Sports,Mindscape,2.474271356,2.004267726,0.8919466544,0.394829814,5.646978971
9400,6876,NCAA College Basketball 2K3,PS2,2002.0,Sports,Sega,2.879736464,2.592054391,1.654122608,1.493442103,8.758467529
9401,9080,NCAA College Basketball 2K3,XB,2002.0,Sports,Sega,2.792725087,1.493442103,2.529466797,0.394829814,7.13596992
9402,11920,NCAA College Football 2K3,GC,2002.0,Sports,Sega,2.004267726,0.394829814,2.270702993,0.394829814,5.252511521
9403,5056,NCAA Final Four 2000,PS,1999.0,Sports,989 Sports,3.439352252,3.033887144,3.108081792,1.087976995,10.6694993
9404,7961,NCAA Final Four 2001,PS2,2000.0,Sports,Sony Computer Entertainment,2.592054391,2.340739963,2.302032059,1.087976995,8.456194157
9405,8630,NCAA Final Four 2001,PS,2000.0,Sports,Sony Computer Entertainment,2.592054391,2.186589283,1.927245197,0.394829814,7.187649552
9406,5797,NCAA Final Four 2002,PS2,2001.0,Sports,Sony Computer Entertainment,3.102880015,2.879736464,3.473721376,1.781124175,11.24012226
9407,7775,NCAA Final Four 2003,PS2,2002.0,Sports,Sony Computer Entertainment,2.592054391,2.340739963,2.302032059,1.087976995,8.456194157
9408,7614,NCAA Final Four 2004,PS2,2003.0,Sports,Sony Computer Entertainment,2.697414907,2.474271356,2.520105489,1.493442103,9.257056979
9409,944,NCAA Football 06,PS2,2005.0,Sports,Electronic Arts,5.425267735,2.004267726,0.6224486679,3.613705639,11.67006986
9410,2132,NCAA Football 06,XB,2005.0,Sports,Electronic Arts,4.685289255,3.439352252,3.768644009,1.493442103,13.38806809
9411,1058,NCAA Football 07,PS2,2006.0,Sports,Electronic Arts,5.343589704,2.004267726,0.656176647,3.53032403,11.5815105
9412,2813,NCAA Football 07,X360,2006.0,Sports,Electronic Arts,4.599522433,1.845528122,3.663181569,2.186589283,12.33621914
9413,3626,NCAA Football 07,XB,2006.0,Sports,Electronic Arts,4.132499432,2.879736464,3.768266581,0.394829814,11.49584613
9414,5162,NCAA Football 07,PSP,2006.0,Sports,Electronic Arts,3.921190339,1.087976995,3.598034805,1.493442103,10.27259214
9415,2624,NCAA Football 08,PS2,2007.0,Sports,Electronic Arts,4.569217084,1.493442103,1.25149997,2.792725087,10.11446542
9416,2912,NCAA Football 08,X360,2007.0,Sports,Electronic Arts,4.569217084,3.375545078,3.216517114,2.004267726,12.85495407
9417,5013,NCAA Football 08,PS3,2007.0,Sports,Electronic Arts,3.950177876,1.528099462,4.068167486,1.493442103,10.96535804
9418,11255,NCAA Football 08,XB,2007.0,Sports,Electronic Arts,2.186589283,1.087976995,1.941165868,0.5542536656,5.745234095
9419,2899,NCAA Football 09,X360,2008.0,Sports,Electronic Arts,4.569217084,3.375545078,3.216517114,2.004267726,12.85495407
9420,3460,NCAA Football 09,PS3,2008.0,Sports,Electronic Arts,4.383813861,1.660570414,1.463216045,1.781124175,9.20252133
9421,4118,NCAA Football 09,PS2,2008.0,Sports,Electronic Arts,4.083709268,1.087976995,2.584432588,2.340739963,10.28145028
9422,7112,NCAA Football 09,PSP,2008.0,Sports,Electronic Arts,3.439352252,1.526264961,2.735851779,1.087976995,8.730836981
9423,8260,NCAA Football 09 All-Play,Wii,2008.0,Sports,Electronic Arts,3.167418536,2.356029309,3.272576459,0.394829814,9.556721508
9424,2212,NCAA Football 10,X360,2009.0,Sports,Electronic Arts,4.860737933,1.943310422,4.264886989,2.340739963,13.58851289
9425,2557,NCAA Football 10,PS3,2009.0,Sports,Electronic Arts,4.712317928,3.62438687,2.767890645,2.186589283,12.90089401
9426,3504,NCAA Football 10,PS2,2009.0,Sports,Electronic Arts,3.727034324,3.485872267,3.078956912,2.340739963,12.62344238
9427,7478,NCAA Football 10,PSP,2009.0,Sports,Electronic Arts,3.339268793,2.081441336,2.060205516,1.087976995,8.227874215
9428,2250,NCAA Football 11,X360,2010.0,Sports,Electronic Arts,4.84917711,4.22760757,3.643020053,2.186589283,15.14037687
9429,2464,NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,4.764277666,3.553281846,2.567694741,2.186589283,12.72735081
9430,5025,NCAA Football 11,PS2,2010.0,Sports,Electronic Arts,3.339268793,3.102880015,3.690306643,2.004267726,12.16702931
9431,2091,NCAA Football 12,X360,2011.0,Sports,Electronic Arts,4.938124596,4.111258367,2.599788287,2.186589283,13.86176926
9432,2495,NCAA Football 12,PS3,2011.0,Sports,Electronic Arts,4.751538641,3.728303123,2.716396518,2.004267726,13.02845773
9433,1903,NCAA Football 13,X360,2012.0,Action,Electronic Arts,5.019802627,4.120723047,2.318491441,2.186589283,13.71528772
9434,2389,NCAA Football 13,PS3,2012.0,Action,Electronic Arts,4.801549061,3.448910307,2.505892779,2.186589283,12.65605915
9435,1919,NCAA Football 14,X360,2013.0,Sports,Electronic Arts,5.009950331,4.120723047,2.318491441,2.186589283,13.7281756
9436,2563,NCAA Football 14,PS3,2013.0,Sports,Electronic Arts,4.712317928,3.62438687,2.767890645,2.186589283,12.90089401
9437,2186,NCAA Football 2000,PS,1999.0,Sports,Electronic Arts,4.365121728,3.978348752,3.310188702,2.186589283,14.08361396
9438,2932,NCAA Football 2001,PS,2000.0,Sports,Electronic Arts,4.05839146,3.652926352,2.973537723,2.004267726,12.61779128
9439,1183,NCAA Football 2002,PS2,2001.0,Sports,Electronic Arts,4.738635236,4.489174376,0.4474047677,3.390562088,13.06567907
9440,1346,NCAA Football 2003,PS2,2002.0,Sports,Electronic Arts,5.148420005,2.474271356,1.061603282,3.339268793,12.22329917
9441,3841,NCAA Football 2003,XB,2002.0,Sports,Electronic Arts,4.05839146,2.792725087,4.309191446,1.087976995,12.30436917
9442,7446,NCAA Football 2003,GC,2002.0,Sports,Electronic Arts,3.167418536,1.781124175,3.50962253,0.394829814,9.227325762
9443,1097,NCAA Football 2004,PS2,2003.0,Sports,Electronic Arts,5.300104592,2.592054391,1.468433089,3.53032403,12.77313516
9444,4510,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,4.083709268,1.087976995,2.060746815,1.087976995,8.092645626
9445,8751,NCAA Football 2004,GC,2003.0,Sports,Electronic Arts,2.879736464,1.493442103,2.188212165,0.5265277784,6.872441132
9446,1133,NCAA Football 2005,PS2,2004.0,Sports,Electronic Arts,5.277631737,2.592054391,1.510554365,3.485872267,12.75317571
9447,2983,NCAA Football 2005,XB,2004.0,Sports,Electronic Arts,4.53796454,1.087976995,1.312358849,1.493442103,8.26326226
9448,7175,NCAA Football 2005,GC,2004.0,Sports,Electronic Arts,3.228043158,1.781124175,3.711352186,0.394829814,9.522949301
9449,2918,NCAA Football 98,PS,1997.0,Sports,Electronic Arts,4.05839146,3.69066668,2.943666245,2.004267726,12.66094298
9450,1939,NCAA Football 99,PS,1998.0,Sports,Electronic Arts,4.472367258,4.083709268,3.484972396,2.340739963,14.55414305
9451,6464,NCAA Gamebreaker,PS,1996.0,Sports,Sony Computer Entertainment,3.102880015,2.697414907,2.788969729,1.087976995,9.926309378
9452,4824,NCAA GameBreaker 2000,PS,1999.0,Sports,989 Studios,3.485872267,3.102880015,2.476850768,1.493442103,10.51676462
9453,5539,NCAA GameBreaker 2001,PS,2000.0,Sports,Sony Computer Entertainment,3.285201572,2.879736464,2.692218357,1.087976995,10.08555267
9454,8779,NCAA GameBreaker 2001,PS2,2000.0,Sports,Sony Computer Entertainment,2.340739963,2.186589283,1.095700647,1.087976995,6.719818392
9455,7020,NCAA GameBreaker 2003,PS2,2002.0,Sports,Sony Computer Entertainment,2.792725087,2.592054391,1.440483189,1.493442103,8.363112902
9456,7114,NCAA GameBreaker 2004,PS2,2003.0,Sports,Sony Computer Entertainment,2.792725087,2.592054391,1.440483189,1.493442103,8.363112902
9457,4340,NCAA Gamebreaker 99,PS,1998.0,Sports,989 Studios,3.613705639,3.228043158,3.825968208,1.493442103,12.38565946
9458,3762,NCAA March Madness 06,PS2,2005.0,Sports,Electronic Arts,4.201492304,1.087976995,2.654227888,2.340739963,10.32491631
9459,7525,NCAA March Madness 06,XB,2005.0,Sports,Electronic Arts,3.102880015,1.781124175,2.165113677,0.394829814,7.464844868
9460,3572,NCAA March Madness 07,PS2,2007.0,Sports,Electronic Arts,3.727034324,3.485872267,3.078956912,2.340739963,12.62344238
9461,7463,NCAA March Madness 07,X360,2007.0,Sports,Electronic Arts,3.339268793,2.081441336,2.060205516,1.087976995,8.227874215
9462,6528,NCAA March Madness 08,PS2,2007.0,Sports,Electronic Arts,2.959779171,2.697414907,2.489221314,1.493442103,9.675422624
9463,7350,NCAA March Madness 08,X360,2007.0,Sports,Electronic Arts,3.390562088,1.493442103,2.586483999,1.087976995,8.561331139
9464,10945,NCAA March Madness 08,PS3,2007.0,Sports,Electronic Arts,2.474271356,1.473283477,3.07044578,0.394829814,7.419877015
9465,3062,NCAA March Madness 2003,PS2,2002.0,Sports,Electronic Arts,3.860565717,3.613705639,3.000568752,2.474271356,12.94844132
9466,2020,NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,4.306852819,4.05839146,1.14358685,2.959779171,12.45008451
9467,6879,NCAA March Madness 2004,XB,2003.0,Sports,Electronic Arts,3.285201572,2.004267726,2.121151661,0.394829814,7.887834121
9468,3769,NCAA March Madness 2005,PS2,2004.0,Sports,Electronic Arts,4.179019448,1.087976995,2.602229534,2.340739963,10.30812383
9469,6195,NCAA March Madness 2005,XB,2004.0,Sports,Electronic Arts,3.439352252,2.186589283,5.493845906,0.394829814,11.26862269
9470,9210,NCIS,X360,2011.0,Adventure,Ubisoft,2.697414907,1.493442103,1.23631138,0.394829814,5.534223622
9471,9323,NCIS,Wii,2011.0,Adventure,Ubisoft,2.474271356,1.781124175,1.802717223,0.394829814,6.40867196
9472,9616,NCIS,PS3,2011.0,Adventure,Ubisoft,2.340739963,1.781124175,2.102719582,1.087976995,7.224309669
9473,13633,NCIS,PC,2011.0,Adventure,Ubisoft,0.394829814,1.087976995,2.599139635,0.394829814,4.627408056
9474,10179,NCIS 3D,3DS,2011.0,Adventure,Ubisoft,2.186589283,1.781124175,3.012586212,0.394829814,7.494364595
9475,14518,Nectaris: Military Madness,PS,1998.0,Strategy,Hudson Soft,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
9476,651,Need for Speed (2015),PS4,2015.0,Racing,Electronic Arts,4.286650112,5.39877612,2.004267726,3.978348752,15.66804271
9477,2996,Need for Speed (2015),XOne,2015.0,Racing,Electronic Arts,3.796027196,3.891337375,3.471775757,2.186589283,13.48339587
9478,14533,Need for Speed (2015),PC,2016.0,Racing,Electronic Arts,2.176521756,1.493442103,2.702013783,0.4433501167,6.856284513
9479,1105,Need for Speed Carbon,X360,2006.0,Racing,Electronic Arts,4.725563154,4.643325056,1.087976995,3.285201572,13.74206678
9480,1463,Need for Speed Carbon,PS2,2006.0,Racing,Electronic Arts,5.198850859,2.004267726,2.004267726,0.394829814,9.602216126
9481,1527,Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts,4.223471211,4.584484556,1.087976995,3.102880015,12.99881278
9482,1577,Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts,4.286650112,4.346073533,1.493442103,3.439352252,13.565518
9483,4200,Need for Speed Carbon,XB,2006.0,Racing,Electronic Arts,3.950177876,2.697414907,3.593886815,1.087976995,11.15533187
9484,5312,Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,3.69066668,2.340739963,5.414788941,0.394829814,11.54197878
9485,13153,Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,2.474271356,1.781124175,1.802717223,0.394829814,6.40867196
9486,634,Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,4.860737933,4.979797293,0.890058611,4.472367258,15.12353064
9487,7490,Need for Speed Carbon: Own the City,DS,2006.0,Racing,Electronic Arts,3.228043158,1.087976995,2.532475998,1.087976995,7.901499001
9488,443,Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,5.760805829,4.84917711,1.267282336,2.959779171,14.42878327
9489,911,Need for Speed Rivals,PS4,2013.0,Racing,Electronic Arts,4.685289255,4.905689321,1.493442103,3.485872267,14.57029295
9490,1343,Need for Speed Rivals,PS3,2013.0,Racing,Electronic Arts,3.891337375,4.698894907,2.004267726,3.828817018,14.42331703
9491,2480,Need for Speed Rivals,X360,2013.0,Racing,Electronic Arts,4.005747727,4.032415974,0.394829814,2.474271356,10.90726487
9492,3012,Need for Speed Rivals,XOne,2013.0,Racing,Electronic Arts,4.201492304,3.228043158,3.07888629,2.004267726,12.26219795
9493,6355,Need for Speed Rivals,PC,2013.0,Racing,Electronic Arts,1.781124175,3.339268793,1.41804005,1.781124175,8.298774866
9494,105,Need for Speed Underground,PS2,2003.0,Racing,Electronic Arts,6.184789985,6.040276712,2.474271356,5.019802627,19.71914068
9495,1047,Need for Speed Underground,XB,2003.0,Racing,Electronic Arts,5.086177696,4.402162999,2.392449786,2.340739963,14.343032
9496,1663,Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,4.628936319,4.266030825,0.394829814,1.493442103,10.78323906
9497,5970,Need for Speed Underground,GBA,2003.0,Racing,Electronic Arts,3.439352252,2.474271356,5.224542409,0.394829814,11.44422431
9498,13227,Need for Speed Underground,PC,2003.0,Racing,Electronic Arts,2.474271356,1.781124175,1.802717223,0.394829814,6.40867196
9499,114,Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,5.996948635,6.105256831,2.474271356,5.086177696,19.66265452
9500,698,Need for Speed Underground 2,XB,2004.0,Racing,Electronic Arts,5.322083499,4.776856449,1.679245196,2.697414907,14.60028457
9501,1802,Need for Speed Underground 2,GC,2004.0,Racing,Electronic Arts,4.643325056,4.05839146,0.394829814,1.493442103,10.58998843
9502,4500,Need for Speed Underground 2,GBA,2004.0,Racing,Electronic Arts,3.828817018,2.879736464,4.238367738,0.394829814,11.9307362
9503,9254,Need for Speed Underground 2,DS,2005.0,Racing,Electronic Arts,2.792725087,1.087976995,2.765712862,0.394829814,7.030947676
9504,11666,Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,2.872173027,2.186589283,2.943189421,0.394829814,8.29291698
9505,1485,Need for Speed Underground Rivals,PSP,2005.0,Racing,Electronic Arts,4.628936319,4.032415974,1.087976995,3.572883644,13.32221293
9506,689,Need For Speed: High Stakes,PS,1999.0,Racing,Electronic Arts,5.457424847,4.553712897,1.45179498,2.592054391,14.03170611
9507,523,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,5.048790164,5.223143551,1.493442103,4.266030825,16.03140664
9508,731,Need for Speed: Hot Pursuit,X360,2010.0,Racing,Electronic Arts,5.029558802,4.979797293,1.399518861,3.439352252,14.86155613
9509,4126,Need for Speed: Hot Pursuit,Wii,2010.0,Racing,Electronic Arts,3.285201572,3.572883644,2.935127908,2.004267726,11.92839886
9510,5073,Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,2.879736464,3.390562088,2.426859777,2.186589283,11.11112924
9511,782,Need for Speed: Hot Pursuit 2,PS2,2002.0,Racing,Electronic Arts,5.518793793,3.828817018,1.087976995,2.592054391,13.0276422
9512,2514,Need for Speed: Hot Pursuit 2,XB,2002.0,Racing,Electronic Arts,4.614337519,2.792725087,5.023606418,1.493442103,13.74023708
9513,2589,Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,Electronic Arts,4.614337519,2.592054391,4.636606228,1.087976995,13.26231526
9514,253,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,5.708035793,5.58221562,2.474271356,4.244977416,18.00950018
9515,499,Need for Speed: Most Wanted,PS3,2012.0,Racing,Electronic Arts,4.657509691,5.412109651,2.186589283,4.505703678,16.7619123
9516,1175,Need for Speed: Most Wanted,X360,2012.0,Racing,Electronic Arts,4.521964199,4.776856449,0.394829814,3.102880015,12.79653048
9517,1532,Need for Speed: Most Wanted,X360,2005.0,Racing,Electronic Arts,5.0,3.228043158,1.087976995,2.697414907,12.01343506
9518,1744,Need for Speed: Most Wanted,PSV,2012.0,Racing,Electronic Arts,4.032415974,4.346073533,0.394829814,3.613705639,12.38702496
9519,2007,Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,4.365121728,4.223471211,4.143214425,2.004267726,15.07707849
9520,3587,Need for Speed: Most Wanted,GC,2005.0,Racing,Electronic Arts,4.15602993,2.792725087,4.247647517,1.087976995,12.46450502
9521,5902,Need for Speed: Most Wanted,PC,2005.0,Racing,Electronic Arts,1.087976995,3.53032403,0.7979313543,2.004267726,7.94786749
9522,6151,Need for Speed: Most Wanted,WiiU,2013.0,Racing,Electronic Arts,3.033887144,2.879736464,1.536576415,1.087976995,8.444849604
9523,6280,Need for Speed: Most Wanted,DS,2005.0,Racing,Electronic Arts,3.572883644,0.394829814,2.658401203,1.087976995,7.78611776
9524,6494,Need for Speed: Most Wanted,GBA,2005.0,Racing,Electronic Arts,3.339268793,2.340739963,3.44244801,1.199956719,10.2185635
9525,11678,Need for Speed: Most Wanted,PC,2012.0,Racing,Electronic Arts,2.474271356,2.186589283,1.250163038,1.087976995,6.829149026
9526,790,Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,Electronic Arts,5.570979547,2.959779171,1.087976995,3.285201572,12.90393728
9527,2433,Need for Speed: Nitro,Wii,2009.0,Racing,Electronic Arts,4.223471211,3.828817018,3.163624805,2.474271356,13.79822609
9528,4922,Need for Speed: Nitro,DS,2009.0,Racing,Electronic Arts,3.485872267,2.959779171,3.536544552,1.781124175,11.8070646
9529,2672,Need for Speed: Porsche Unleashed,PS,1999.0,Racing,Electronic Arts,4.15602993,3.762125644,2.692365476,2.004267726,12.49565095
9530,4094,Need for Speed: Porsche Unleashed,GBA,2004.0,Racing,Zoo Digital Publishing,3.950177876,2.959779171,3.64236332,0.394829814,11.44611666
9531,645,Need for Speed: ProStreet,PS2,2007.0,Racing,Electronic Arts,4.628936319,3.409939521,1.781124175,5.518793793,13.29578911
9532,815,Need for Speed: ProStreet,X360,2007.0,Racing,Electronic Arts,5.039220713,4.776856449,0.394829814,3.485872267,13.69677924
9533,823,Need for Speed: ProStreet,PS3,2007.0,Racing,Electronic Arts,4.685289255,4.916618391,1.781124175,4.005747727,15.38877955
9534,1844,Need for Speed: ProStreet,Wii,2007.0,Racing,Electronic Arts,4.383813861,4.223471211,0.4364186449,2.879736464,11.91703202
9535,2651,Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,3.572883644,3.891337375,0.394829814,3.390562088,11.24961292
9536,9574,Need for Speed: ProStreet,DS,2007.0,Racing,Electronic Arts,2.792725087,0.394829814,2.854553714,0.394829814,6.529231308
9537,13565,Need for Speed: ProStreet,PC,2007.0,Racing,Electronic Arts,2.474271356,1.781124175,1.802717223,0.394829814,6.40867196
9538,563,Need for Speed: Shift,PS3,2009.0,Racing,Electronic Arts,4.628936319,5.343589704,1.781124175,4.365121728,16.11877193
9539,897,Need for Speed: Shift,X360,2009.0,Racing,Electronic Arts,4.685289255,4.969540793,0.394829814,3.485872267,13.53553213
9540,2720,Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,3.167418536,4.032415974,0.394829814,3.439352252,11.03401658
9541,12542,Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,2.815329224,2.004267726,3.650810534,0.394829814,8.862559084
9542,2965,Need for Speed: Shift 2 Unleashed,PS3,2011.0,Racing,Electronic Arts,3.390562088,3.978348752,0.4156242294,2.959779171,10.77433561
9543,4441,Need for Speed: Shift 2 Unleashed,X360,2011.0,Racing,Electronic Arts,3.285201572,3.485872267,2.917385458,1.781124175,11.64162822
9544,7853,Need for Speed: Shift 2 Unleashed,PC,2011.0,Racing,Electronic Arts,2.004267726,2.792725087,1.136478207,1.493442103,7.262568184
9545,837,Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,4.455272825,5.058268908,1.493442103,4.005747727,15.01273156
9546,1413,Need for Speed: The Run,X360,2011.0,Action,Electronic Arts,4.53796454,4.455272825,0.4225557012,3.102880015,12.54498648
9547,5153,Need for Speed: The Run,PC,2011.0,Action,Electronic Arts,2.592054391,3.439352252,1.561783448,2.340739963,9.841691767
9548,6006,Need for Speed: The Run,Wii,2011.0,Action,Electronic Arts,2.959779171,2.959779171,0.394829814,1.493442103,7.80783026
9549,7804,Need for Speed: The Run,3DS,2011.0,Action,Electronic Arts,2.592054391,2.592054391,1.554240988,1.087976995,7.820988586
9550,803,Need For Speed: Undercover,PS3,2008.0,Racing,Electronic Arts,4.53796454,5.019802627,2.004267726,4.05839146,15.62042635
9551,1069,Need For Speed: Undercover,X360,2008.0,Racing,Electronic Arts,4.764277666,4.657509691,0.394829814,3.285201572,13.10181874
9552,1383,Need For Speed: Undercover,PS2,2008.0,Racing,Electronic Arts,4.032415974,2.474271356,1.493442103,4.927429307,12.92755874
9553,2667,Need For Speed: Undercover,PSP,2008.0,Racing,Electronic Arts,3.53032403,3.860565717,1.493442103,3.339268793,12.22360064
9554,3026,Need For Speed: Undercover,Wii,2008.0,Racing,Electronic Arts,3.69066668,3.860565717,3.241929354,2.340739963,13.23222827
9555,6956,Need For Speed: Undercover,DS,2008.0,Racing,Electronic Arts,3.285201572,1.493442103,2.851266074,1.087976995,8.793206847
9556,11572,Need For Speed: Undercover,PC,2008.0,Racing,Electronic Arts,2.648961766,2.340739963,2.819665292,0.394829814,8.156166595
9557,2386,Need for Speed: V-Rally,PS,1997.0,Racing,Infogrames,4.15602993,3.762125644,2.592054391,2.186589283,12.69679925
9558,14027,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006.0,Adventure,Konami Digital Entertainment,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
9559,15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007.0,Adventure,Marvelous Interactive,1.087976995,0.5924445156,1.087976995,0.394829814,3.509167809
9560,13599,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006.0,Adventure,Marvelous Interactive,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
9561,14723,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007.0,Strategy,Konami Digital Entertainment,1.145708914,1.762339201,1.493442103,0.4086927576,4.982552036
9562,7569,Neighborhood Games,Wii,2009.0,Misc,THQ,3.228043158,1.087976995,3.73625603,0.394829814,8.76858389
9563,14769,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013.0,Fighting,Arc System Works,1.145708914,1.762339201,1.493442103,0.4086927576,4.982552036
9564,12652,Nendoroid Generation,PSP,2012.0,Role-Playing,Namco Bandai Games,1.112304901,1.005977164,2.186589283,0.394829814,4.762732079
9565,15114,Neo Angelique,PS2,2006.0,Adventure,Tecmo Koei,1.087976995,0.5924445156,1.087976995,0.394829814,3.509167809
9566,16578,Neo Angelique Special,PSP,2008.0,Adventure,Tecmo Koei,1.493442103,0.394829814,0.394829814,0.394829814,3.046998541
9567,10824,Neo Atlas,PS,1998.0,Strategy,ArtDink,2.033635963,0.9437294276,2.592054391,0.394829814,6.170524166
9568,7368,Neo Contra,PS2,2004.0,Shooter,Konami Digital Entertainment,2.697414907,2.474271356,2.520105489,1.493442103,9.257056979
9569,5527,NeoGeo Battle Coliseum,PS2,2005.0,Fighting,Ignition Entertainment,3.167418536,2.959779171,3.878425425,1.781124175,11.8478951
9570,4483,Neon Genesis Evangelion,SAT,1996.0,Adventure,Sega,3.951156928,2.45598708,4.179019448,0.9562790306,11.66651469
9571,12496,Neon Genesis Evangelion,N64,1999.0,Adventure,Namco Bandai Games,1.112304901,1.005977164,2.186589283,0.394829814,4.762732079
9572,4569,Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,Sega,4.113890097,1.48220753,4.132499432,1.493442103,11.14059522
9573,9765,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,Sony Computer Entertainment,2.792725087,1.40555312,2.654453539,0.394829814,7.323308749
9574,6067,Neopets Puzzle Adventure,DS,2008.0,Puzzle,Capcom,3.652926352,1.152194742,3.717404123,1.087976995,9.726247379
